Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
15436,5/3/2021 1:28:04 PM,36.95000,17.92000,-0.17000,44.00000,38.00000,39.00000,67.00000,90.00000,58.00000,7.31000,5.16000,5.16000,5.87667,41.06615,64.12756,18.23333,40.33333,71.66667
15437,5/3/2021 1:28:04 PM,37.59000,19.89000,0.04000,34.00000,39.00000,33.00000,65.00000,88.00000,39.00000,3.01000,5.59000,2.58000,3.72667,42.52788,62.11534,19.17333,35.33333,64.00000
15438,5/3/2021 1:28:05 PM,34.79000,17.10000,0.63000,30.00000,29.00000,28.00000,29.00000,80.00000,34.00000,1.29000,1.29000,0.43000,1.00333,38.76537,63.82493,17.50667,29.00000,47.66667
15439,5/3/2021 1:28:05 PM,37.51000,19.25000,0.24000,46.00000,46.00000,48.00000,73.00000,93.00000,82.00000,8.17000,8.60000,9.03000,8.60000,42.16115,62.83326,19.00000,46.66667,82.66667
15440,5/3/2021 1:28:05 PM,37.61000,18.29000,0.04000,31.00000,29.00000,30.00000,50.00000,76.00000,51.00000,1.72000,1.29000,1.29000,1.43333,41.82148,64.06603,18.64667,30.00000,59.00000
15441,5/3/2021 1:28:05 PM,37.76000,18.48000,0.33000,36.00000,34.00000,36.00000,73.00000,81.00000,61.00000,3.87000,3.44000,3.87000,3.72667,42.03960,63.92256,18.85667,35.33333,71.66667
15442,5/3/2021 1:28:05 PM,35.31000,16.16000,0.59000,35.00000,35.00000,35.00000,61.00000,84.00000,45.00000,3.44000,3.87000,3.44000,3.58333,38.83222,65.40829,17.35333,35.00000,63.33333
15443,5/3/2021 1:28:05 PM,37.56000,19.31000,0.15000,44.00000,38.00000,41.00000,73.00000,84.00000,67.00000,7.31000,5.16000,6.02000,6.16333,42.23304,62.79182,19.00667,41.00000,74.66667
15444,5/3/2021 1:28:05 PM,38.90000,19.74000,-0.04000,57.00000,52.00000,58.00000,83.00000,90.00000,81.00000,12.90000,11.18000,13.33000,12.47000,43.62199,63.09426,19.53333,55.66667,84.66667
15445,5/3/2021 1:28:05 PM,38.84000,20.30000,-0.09000,43.00000,41.00000,42.00000,80.00000,90.00000,63.00000,6.88000,6.45000,6.45000,6.59333,43.82506,62.40586,19.68333,42.00000,77.66667
15446,5/3/2021 1:28:05 PM,39.78000,20.02000,0.19000,39.00000,41.00000,40.00000,68.00000,90.00000,77.00000,5.16000,6.45000,5.59000,5.73333,44.53368,63.28535,19.99667,40.00000,78.33333
15447,5/3/2021 1:28:05 PM,38.42000,19.76000,-0.04000,45.00000,42.00000,48.00000,71.00000,88.00000,67.00000,7.74000,6.88000,9.03000,7.88333,43.20364,62.78254,19.38000,45.00000,75.33333
15448,5/3/2021 1:28:05 PM,36.49000,17.15000,0.51000,34.00000,33.00000,33.00000,72.00000,87.00000,52.00000,3.01000,3.01000,2.58000,2.86667,40.31926,64.82686,18.05000,33.33333,70.33333
15449,5/3/2021 1:28:05 PM,37.60000,19.69000,0.15000,46.00000,43.00000,44.00000,74.00000,89.00000,75.00000,8.17000,7.31000,7.31000,7.59667,42.44356,62.36029,19.14667,44.33333,79.33333
15450,5/3/2021 1:28:05 PM,36.07000,17.77000,0.19000,41.00000,40.00000,41.00000,72.00000,88.00000,57.00000,6.02000,6.02000,6.02000,6.02000,40.20967,63.77269,18.01000,40.66667,72.33333
15451,5/3/2021 1:28:05 PM,38.68000,18.27000,0.10000,45.00000,41.00000,46.00000,54.00000,87.00000,66.00000,7.74000,6.45000,8.17000,7.45333,42.77774,64.71690,19.01667,44.00000,69.00000
15452,5/3/2021 1:28:05 PM,37.90000,18.17000,-0.14000,44.00000,36.00000,39.00000,74.00000,78.00000,68.00000,7.31000,4.30000,5.16000,5.59000,42.03045,64.38603,18.64333,39.66667,73.33333
15453,5/3/2021 1:28:05 PM,36.89000,20.87000,0.28000,33.00000,34.00000,37.00000,60.00000,86.00000,69.00000,2.58000,3.44000,4.30000,3.44000,42.38430,60.50160,19.34667,34.66667,71.66667
15454,5/3/2021 1:28:05 PM,37.96000,19.61000,-0.06000,45.00000,47.00000,47.00000,77.00000,89.00000,68.00000,7.74000,9.03000,8.60000,8.45667,42.72603,62.67929,19.17000,46.33333,78.00000
15455,5/3/2021 1:28:05 PM,37.82000,19.42000,0.48000,30.00000,29.00000,32.00000,24.00000,68.00000,35.00000,1.29000,1.29000,2.15000,1.57667,42.51457,62.82019,19.24000,30.33333,42.33333
15456,5/3/2021 1:28:05 PM,38.04000,18.15000,0.00000,38.00000,39.00000,37.00000,69.00000,90.00000,69.00000,4.73000,5.59000,4.30000,4.87333,42.14812,64.49282,18.73000,38.00000,76.00000
15457,5/3/2021 1:28:05 PM,29.12000,11.18000,1.55000,31.00000,29.00000,29.00000,27.00000,72.00000,15.00000,1.72000,1.29000,0.86000,1.29000,31.19242,68.99678,13.95000,29.66667,38.00000
15458,5/3/2021 1:28:05 PM,38.18000,19.66000,-0.10000,34.00000,34.00000,34.00000,69.00000,85.00000,67.00000,3.01000,3.44000,3.01000,3.15333,42.94448,62.75473,19.24667,34.00000,73.66667
15459,5/3/2021 1:28:05 PM,39.18000,17.30000,0.24000,39.00000,39.00000,38.00000,70.00000,87.00000,54.00000,5.16000,5.59000,4.73000,5.16000,42.82946,66.17606,18.90667,38.66667,70.33333
15460,5/3/2021 1:28:05 PM,37.81000,19.68000,-0.13000,46.00000,38.00000,44.00000,85.00000,87.00000,76.00000,8.17000,5.16000,7.31000,6.88000,42.62509,62.50315,19.12000,42.66667,82.66667
15461,5/3/2021 1:28:05 PM,39.30000,20.12000,-0.02000,33.00000,34.00000,34.00000,65.00000,83.00000,60.00000,2.58000,3.44000,3.01000,3.01000,44.15093,62.88940,19.80000,33.66667,69.33333
15462,5/3/2021 1:28:05 PM,38.29000,20.44000,0.02000,45.00000,43.00000,47.00000,60.00000,89.00000,73.00000,7.74000,7.31000,8.60000,7.88333,43.40412,61.90577,19.58333,45.00000,74.00000
15463,5/3/2021 1:28:06 PM,38.85000,19.68000,-0.06000,53.00000,45.00000,48.00000,79.00000,92.00000,81.00000,11.18000,8.17000,9.03000,9.46000,43.55026,63.13488,19.49000,48.66667,84.00000
15464,5/3/2021 1:28:06 PM,14.80000,15.89000,-1.48000,30.00000,29.00000,32.00000,29.00000,56.00000,48.00000,1.29000,1.29000,2.15000,1.57667,21.71479,42.96591,9.73667,30.33333,44.33333
15465,5/3/2021 1:28:06 PM,38.43000,20.51000,-0.03000,38.00000,36.00000,40.00000,55.00000,88.00000,68.00000,4.73000,4.30000,5.59000,4.87333,43.56059,61.91126,19.63667,38.00000,70.33333
15466,5/3/2021 1:28:06 PM,37.98000,19.77000,-0.21000,46.00000,40.00000,45.00000,65.00000,90.00000,75.00000,8.17000,6.02000,7.74000,7.31000,42.81744,62.50135,19.18000,43.66667,76.66667
15467,5/3/2021 1:28:06 PM,38.87000,19.48000,0.01000,50.00000,46.00000,50.00000,76.00000,90.00000,81.00000,9.89000,8.60000,9.89000,9.46000,43.47813,63.38191,19.45333,48.66667,82.33333
15468,5/3/2021 1:28:06 PM,39.33000,19.17000,0.01000,41.00000,37.00000,39.00000,71.00000,90.00000,68.00000,6.02000,4.73000,5.16000,5.30333,43.75315,64.01474,19.50333,39.00000,76.33333
15469,5/3/2021 1:28:06 PM,39.00000,18.07000,0.32000,38.00000,33.00000,38.00000,68.00000,77.00000,46.00000,4.73000,3.01000,4.73000,4.15667,42.98284,65.14014,19.13000,36.33333,63.66667
15470,5/3/2021 1:28:06 PM,37.80000,20.07000,-0.20000,31.00000,35.00000,37.00000,41.00000,88.00000,67.00000,1.72000,3.87000,4.30000,3.29667,42.79772,62.03383,19.22333,34.33333,65.33333
15471,5/3/2021 1:28:06 PM,38.94000,20.02000,0.06000,43.00000,46.00000,42.00000,68.00000,89.00000,63.00000,6.88000,8.60000,6.45000,7.31000,43.78498,62.79120,19.67333,43.66667,73.33333
15472,5/3/2021 1:28:06 PM,39.11000,19.10000,-0.07000,44.00000,41.00000,41.00000,65.00000,85.00000,66.00000,7.31000,6.45000,6.02000,6.59333,43.52473,63.97068,19.38000,42.00000,72.00000
15473,5/3/2021 1:28:06 PM,39.73000,20.06000,-0.03000,47.00000,43.00000,44.00000,80.00000,90.00000,74.00000,8.60000,7.31000,7.31000,7.74000,44.50704,63.21042,19.92000,44.66667,81.33333
15474,5/3/2021 1:28:06 PM,39.54000,19.17000,0.17000,37.00000,36.00000,37.00000,56.00000,84.00000,59.00000,4.30000,4.30000,4.30000,4.30000,43.94201,64.13471,19.62667,36.66667,66.33333
15475,5/3/2021 1:28:06 PM,37.95000,18.96000,0.28000,45.00000,42.00000,43.00000,69.00000,85.00000,67.00000,7.74000,6.88000,6.88000,7.16667,42.42268,63.45307,19.06333,43.33333,73.66667
15476,5/3/2021 1:28:06 PM,38.20000,19.88000,-0.03000,40.00000,41.00000,39.00000,66.00000,89.00000,79.00000,5.59000,6.45000,5.16000,5.73333,43.06338,62.50668,19.35000,40.00000,78.00000
15477,5/3/2021 1:28:06 PM,35.97000,20.49000,-0.04000,30.00000,34.00000,32.00000,35.00000,86.00000,60.00000,1.29000,3.44000,2.15000,2.29333,41.39663,60.33237,18.80667,32.00000,60.33333
15478,5/3/2021 1:28:06 PM,40.00000,19.59000,0.19000,37.00000,38.00000,36.00000,79.00000,86.00000,70.00000,4.30000,5.16000,3.87000,4.44333,44.53951,63.90670,19.92667,37.00000,78.33333
15479,5/3/2021 1:28:06 PM,39.68000,19.94000,0.11000,38.00000,40.00000,38.00000,58.00000,82.00000,52.00000,4.73000,6.02000,4.73000,5.16000,44.40840,63.31955,19.91000,38.66667,64.00000
15480,5/3/2021 1:28:06 PM,38.28000,20.79000,-0.14000,44.00000,39.00000,42.00000,72.00000,86.00000,74.00000,7.31000,5.59000,6.45000,6.45000,43.56125,61.49346,19.64333,41.66667,77.33333
15481,5/3/2021 1:28:06 PM,39.48000,20.00000,-0.31000,39.00000,37.00000,36.00000,64.00000,76.00000,50.00000,5.16000,4.73000,3.87000,4.58667,44.25687,63.13388,19.72333,37.33333,63.33333
15482,5/3/2021 1:28:06 PM,39.80000,21.02000,0.20000,41.00000,41.00000,42.00000,67.00000,89.00000,60.00000,6.02000,6.45000,6.45000,6.30667,45.00978,62.15964,20.34000,41.33333,72.00000
15483,5/3/2021 1:28:06 PM,40.28000,20.29000,-0.02000,46.00000,45.00000,49.00000,61.00000,89.00000,79.00000,8.17000,8.17000,9.46000,8.60000,45.10169,63.26451,20.18333,46.66667,76.33333
15484,5/3/2021 1:28:06 PM,39.30000,20.65000,0.11000,34.00000,32.00000,35.00000,46.00000,79.00000,44.00000,3.01000,2.58000,3.44000,3.01000,44.39496,62.28053,20.02000,33.66667,56.33333
15485,5/3/2021 1:28:06 PM,38.75000,18.50000,0.06000,43.00000,41.00000,45.00000,70.00000,90.00000,75.00000,6.88000,6.45000,7.74000,7.02333,42.93964,64.47929,19.10333,43.00000,78.33333
15486,5/3/2021 1:28:06 PM,38.16000,19.85000,0.03000,42.00000,37.00000,42.00000,74.00000,88.00000,70.00000,6.45000,4.73000,6.45000,5.87667,43.01405,62.51753,19.34667,40.33333,77.33333
15487,5/3/2021 1:28:06 PM,37.19000,16.24000,0.20000,35.00000,32.00000,33.00000,60.00000,73.00000,31.00000,3.44000,2.58000,2.58000,2.86667,40.58120,66.41023,17.87667,33.33333,54.66667
15488,5/3/2021 1:28:07 PM,38.47000,20.48000,0.18000,36.00000,36.00000,37.00000,50.00000,85.00000,73.00000,3.87000,4.30000,4.30000,4.15667,43.58178,61.97082,19.71000,36.33333,69.33333
15489,5/3/2021 1:28:07 PM,38.89000,19.41000,-0.14000,55.00000,47.00000,46.00000,80.00000,93.00000,76.00000,12.04000,9.03000,8.17000,9.74667,43.46470,63.47622,19.38667,49.33333,83.00000
15490,5/3/2021 1:28:07 PM,37.01000,18.82000,0.22000,36.00000,34.00000,34.00000,65.00000,86.00000,48.00000,3.87000,3.44000,3.01000,3.44000,41.52027,63.04615,18.68333,34.66667,66.33333
15491,5/3/2021 1:28:07 PM,36.84000,21.24000,-0.42000,32.00000,35.00000,33.00000,40.00000,81.00000,53.00000,2.15000,3.87000,2.58000,2.86667,42.52438,60.03452,19.22000,33.33333,58.00000
15492,5/3/2021 1:28:07 PM,38.62000,19.27000,-0.21000,39.00000,42.00000,41.00000,72.00000,87.00000,63.00000,5.16000,6.88000,6.02000,6.02000,43.16060,63.48244,19.22667,40.66667,74.00000
15493,5/3/2021 1:28:07 PM,38.94000,20.24000,-0.33000,45.00000,41.00000,45.00000,80.00000,91.00000,73.00000,7.74000,6.45000,7.74000,7.31000,43.88600,62.53576,19.61667,43.66667,81.33333
15494,5/3/2021 1:28:07 PM,38.62000,21.15000,-0.28000,39.00000,36.00000,36.00000,72.00000,81.00000,62.00000,5.16000,4.30000,3.87000,4.44333,44.03211,61.29296,19.83000,37.00000,71.66667
15495,5/3/2021 1:28:07 PM,40.31000,20.10000,-0.06000,51.00000,44.00000,47.00000,79.00000,94.00000,76.00000,10.32000,7.74000,8.60000,8.88667,45.04338,63.49752,20.11667,47.33333,83.00000
15496,5/3/2021 1:28:07 PM,37.25000,17.68000,-0.45000,33.00000,34.00000,32.00000,48.00000,77.00000,51.00000,2.58000,3.44000,2.15000,2.72333,41.23281,64.60954,18.16000,33.00000,58.66667
15497,5/3/2021 1:28:07 PM,37.88000,18.86000,-0.19000,32.00000,32.00000,33.00000,53.00000,75.00000,46.00000,2.15000,2.58000,2.58000,2.43667,42.31541,63.53183,18.85000,32.33333,58.00000
15498,5/3/2021 1:28:07 PM,37.39000,19.63000,0.17000,34.00000,32.00000,38.00000,62.00000,77.00000,48.00000,3.01000,2.58000,4.73000,3.44000,42.22972,62.30023,19.06333,34.66667,62.33333
15499,5/3/2021 1:28:07 PM,40.23000,21.05000,0.16000,41.00000,41.00000,44.00000,64.00000,90.00000,67.00000,6.02000,6.45000,7.31000,6.59333,45.40435,62.37957,20.48000,42.00000,73.66667
15500,5/3/2021 1:28:07 PM,38.33000,19.50000,0.00000,50.00000,45.00000,45.00000,74.00000,92.00000,72.00000,9.89000,8.17000,7.74000,8.60000,43.00510,63.03575,19.27667,46.66667,79.33333
15501,5/3/2021 1:28:07 PM,37.68000,18.68000,0.33000,44.00000,38.00000,38.00000,75.00000,86.00000,76.00000,7.31000,5.16000,4.73000,5.73333,42.05621,63.62991,18.89667,40.00000,79.00000
15502,5/3/2021 1:28:07 PM,38.53000,18.26000,0.12000,39.00000,37.00000,42.00000,52.00000,88.00000,83.00000,5.16000,4.73000,6.45000,5.44667,42.63788,64.64296,18.97000,39.33333,74.33333
15503,5/3/2021 1:28:07 PM,37.65000,20.26000,-0.15000,36.00000,34.00000,36.00000,52.00000,82.00000,71.00000,3.87000,3.44000,3.87000,3.72667,42.75500,61.71467,19.25333,35.33333,68.33333
15504,5/3/2021 1:28:07 PM,39.58000,19.07000,0.33000,43.00000,44.00000,42.00000,76.00000,89.00000,70.00000,6.88000,7.74000,6.45000,7.02333,43.93451,64.27481,19.66000,43.00000,78.33333
15505,5/3/2021 1:28:07 PM,41.03000,20.44000,0.78000,30.00000,35.00000,35.00000,37.00000,83.00000,62.00000,1.29000,3.87000,3.44000,2.86667,45.83944,63.51880,20.75000,33.33333,60.66667
15506,5/3/2021 1:28:07 PM,39.45000,20.69000,0.33000,68.00000,67.00000,72.00000,85.00000,95.00000,88.00000,17.63000,17.63000,19.35000,18.20333,44.54636,62.32473,20.15667,69.00000,89.33333
15507,5/3/2021 1:28:07 PM,39.37000,18.30000,0.28000,39.00000,34.00000,34.00000,61.00000,70.00000,42.00000,5.16000,3.44000,3.01000,3.87000,43.41528,65.07001,19.31667,35.66667,57.66667
15508,5/3/2021 1:28:07 PM,37.86000,19.31000,0.19000,41.00000,37.00000,42.00000,65.00000,86.00000,68.00000,6.02000,4.73000,6.45000,5.73333,42.50007,62.97674,19.12000,40.00000,73.00000
15509,5/3/2021 1:28:07 PM,37.25000,19.35000,-0.25000,36.00000,38.00000,35.00000,63.00000,80.00000,49.00000,3.87000,5.16000,3.44000,4.15667,41.97601,62.54979,18.78333,36.33333,64.00000
15510,5/3/2021 1:28:07 PM,37.28000,19.93000,-0.40000,31.00000,31.00000,32.00000,53.00000,71.00000,38.00000,1.72000,2.15000,2.15000,2.00667,42.27296,61.87090,18.93667,31.33333,54.00000
15511,5/3/2021 1:28:07 PM,38.15000,19.70000,-0.37000,38.00000,42.00000,43.00000,67.00000,90.00000,69.00000,4.73000,6.88000,6.88000,6.16333,42.93614,62.68895,19.16000,41.00000,75.33333
15512,5/3/2021 1:28:07 PM,39.35000,20.40000,-0.35000,59.00000,54.00000,57.00000,86.00000,90.00000,82.00000,13.76000,12.04000,12.90000,12.90000,44.32361,62.59668,19.80000,56.66667,86.00000
15513,5/3/2021 1:28:08 PM,37.70000,19.64000,-0.47000,35.00000,34.00000,36.00000,55.00000,80.00000,61.00000,3.44000,3.44000,3.87000,3.58333,42.50905,62.48252,18.95667,35.00000,65.33333
15514,5/3/2021 1:28:08 PM,37.25000,18.37000,0.08000,33.00000,34.00000,38.00000,38.00000,80.00000,53.00000,2.58000,3.44000,4.73000,3.58333,41.53335,63.74959,18.56667,35.00000,57.00000
15515,5/3/2021 1:28:08 PM,37.42000,21.06000,-0.13000,44.00000,42.00000,42.00000,62.00000,83.00000,73.00000,7.31000,6.88000,6.45000,6.88000,42.93926,60.62916,19.45000,42.66667,72.66667
15516,5/3/2021 1:28:08 PM,40.15000,20.95000,-0.26000,46.00000,44.00000,42.00000,61.00000,89.00000,65.00000,8.17000,7.74000,6.45000,7.45333,45.28714,62.44475,20.28000,44.00000,71.66667
15517,5/3/2021 1:28:08 PM,21.79000,15.25000,-1.45000,29.00000,31.00000,31.00000,14.00000,73.00000,24.00000,0.86000,2.15000,1.72000,1.57667,26.59636,55.01327,11.86333,30.33333,37.00000
15518,5/3/2021 1:28:08 PM,39.77000,21.99000,0.02000,31.00000,33.00000,33.00000,41.00000,80.00000,28.00000,1.72000,3.01000,2.58000,2.43667,45.44462,61.06051,20.59333,32.33333,49.66667
15519,5/3/2021 1:28:08 PM,38.49000,19.67000,-0.15000,34.00000,35.00000,38.00000,58.00000,80.00000,58.00000,3.01000,3.87000,4.73000,3.87000,43.22487,62.93107,19.33667,35.66667,65.33333
15520,5/3/2021 1:28:08 PM,37.99000,19.49000,0.20000,40.00000,37.00000,40.00000,72.00000,85.00000,60.00000,5.59000,4.73000,5.59000,5.30333,42.69778,62.84083,19.22667,39.00000,72.33333
15521,5/3/2021 1:28:08 PM,39.11000,20.10000,0.18000,37.00000,37.00000,40.00000,56.00000,86.00000,68.00000,4.30000,4.73000,5.59000,4.87333,43.97274,62.79978,19.79667,38.00000,70.00000
15522,5/3/2021 1:28:08 PM,38.96000,20.41000,0.07000,60.00000,53.00000,59.00000,81.00000,91.00000,83.00000,14.19000,11.61000,13.76000,13.18667,43.98238,62.35128,19.81333,57.33333,85.00000
15523,5/3/2021 1:28:08 PM,39.97000,19.23000,-0.19000,44.00000,46.00000,48.00000,69.00000,91.00000,73.00000,7.31000,8.60000,9.03000,8.31333,44.35531,64.30729,19.67000,46.00000,77.66667
15524,5/3/2021 1:28:08 PM,39.04000,21.10000,0.04000,37.00000,37.00000,42.00000,69.00000,76.00000,64.00000,4.30000,4.73000,6.45000,5.16000,44.37715,61.61005,20.06000,38.66667,69.66667
15525,5/3/2021 1:28:08 PM,36.76000,19.85000,0.07000,34.00000,34.00000,33.00000,45.00000,78.00000,42.00000,3.01000,3.44000,2.58000,3.01000,41.77703,61.63144,18.89333,33.66667,55.00000
15526,5/3/2021 1:28:08 PM,38.78000,20.17000,0.00000,41.00000,38.00000,40.00000,63.00000,78.00000,55.00000,6.02000,5.16000,5.59000,5.59000,43.71175,62.52045,19.65000,39.66667,65.33333
15527,5/3/2021 1:28:08 PM,37.59000,19.76000,-0.09000,31.00000,34.00000,31.00000,45.00000,86.00000,51.00000,1.72000,3.44000,1.72000,2.29333,42.46723,62.27036,19.08667,32.00000,60.66667
15528,5/3/2021 1:28:08 PM,37.17000,19.92000,-0.01000,41.00000,40.00000,41.00000,69.00000,87.00000,72.00000,6.02000,6.02000,6.02000,6.02000,42.17126,61.81243,19.02667,40.66667,76.00000
15529,5/3/2021 1:28:08 PM,38.41000,20.49000,-0.11000,38.00000,39.00000,41.00000,66.00000,89.00000,68.00000,4.73000,5.59000,6.02000,5.44667,43.53353,61.92209,19.59667,39.33333,74.33333
15530,5/3/2021 1:28:08 PM,40.04000,20.01000,-0.49000,45.00000,39.00000,43.00000,70.00000,80.00000,64.00000,7.74000,5.59000,6.88000,6.73667,44.76161,63.44640,19.85333,42.33333,71.33333
15531,5/3/2021 1:28:08 PM,39.54000,20.33000,-0.28000,47.00000,42.00000,44.00000,86.00000,88.00000,64.00000,8.60000,6.88000,7.31000,7.59667,44.46032,62.78945,19.86333,44.33333,79.33333
15532,5/3/2021 1:28:08 PM,40.57000,21.17000,-0.13000,40.00000,44.00000,47.00000,71.00000,89.00000,75.00000,5.59000,7.74000,8.60000,7.31000,45.76127,62.44381,20.53667,43.66667,78.33333
15533,5/3/2021 1:28:08 PM,37.87000,17.41000,0.16000,38.00000,31.00000,32.00000,66.00000,80.00000,44.00000,4.73000,2.15000,2.15000,3.01000,41.68027,65.31031,18.48000,33.66667,63.33333
15534,5/3/2021 1:28:08 PM,38.38000,19.84000,0.26000,39.00000,36.00000,36.00000,65.00000,85.00000,50.00000,5.16000,4.30000,3.87000,4.44333,43.20475,62.66393,19.49333,37.00000,66.66667
15535,5/3/2021 1:28:08 PM,38.36000,19.03000,0.50000,41.00000,43.00000,44.00000,58.00000,88.00000,67.00000,6.02000,7.31000,7.31000,6.88000,42.82091,63.61446,19.29667,42.66667,71.00000
15536,5/3/2021 1:28:08 PM,39.49000,20.56000,0.32000,47.00000,42.00000,42.00000,76.00000,90.00000,70.00000,8.60000,6.88000,6.45000,7.31000,44.52161,62.49680,20.12333,43.66667,78.66667
15537,5/3/2021 1:28:08 PM,37.88000,19.01000,0.18000,45.00000,43.00000,47.00000,68.00000,86.00000,79.00000,7.74000,7.31000,8.60000,7.88333,42.38248,63.35031,19.02333,45.00000,77.66667
15538,5/3/2021 1:28:09 PM,38.73000,19.61000,0.28000,51.00000,48.00000,52.00000,74.00000,91.00000,84.00000,10.32000,9.46000,10.75000,10.17667,43.41158,63.14573,19.54000,50.33333,83.00000
15539,5/3/2021 1:28:09 PM,38.87000,19.67000,0.20000,48.00000,50.00000,49.00000,74.00000,90.00000,85.00000,9.03000,10.32000,9.46000,9.60333,43.56358,63.15850,19.58000,49.00000,83.00000
15540,5/3/2021 1:28:09 PM,39.89000,10.63000,1.96000,32.00000,29.00000,31.00000,10.00000,68.00000,15.00000,2.15000,1.29000,1.72000,1.72000,41.28207,75.07842,17.49333,30.66667,31.00000
15541,5/3/2021 1:28:09 PM,35.90000,20.99000,-0.40000,31.00000,32.00000,33.00000,57.00000,82.00000,48.00000,1.72000,2.58000,2.58000,2.29333,41.58594,59.68604,18.83000,32.00000,62.33333
15542,5/3/2021 1:28:09 PM,39.27000,20.98000,0.09000,43.00000,43.00000,47.00000,69.00000,89.00000,87.00000,6.88000,7.31000,8.60000,7.59667,44.52295,61.88663,20.11333,44.33333,81.66667
15543,5/3/2021 1:28:09 PM,38.48000,19.51000,-0.24000,52.00000,50.00000,56.00000,60.00000,90.00000,69.00000,10.75000,10.32000,12.47000,11.18000,43.14337,63.11423,19.25000,52.66667,73.00000
15544,5/3/2021 1:28:09 PM,35.25000,11.63000,0.99000,33.00000,31.00000,31.00000,50.00000,81.00000,41.00000,2.58000,2.15000,1.72000,2.15000,37.11899,71.74077,15.95667,31.66667,57.33333
15545,5/3/2021 1:28:09 PM,38.71000,19.71000,-0.32000,43.00000,42.00000,45.00000,77.00000,90.00000,64.00000,6.88000,6.88000,7.74000,7.16667,43.43902,63.01614,19.36667,43.33333,77.00000
15546,5/3/2021 1:28:09 PM,37.18000,19.81000,-0.04000,35.00000,34.00000,34.00000,65.00000,83.00000,57.00000,3.44000,3.44000,3.01000,3.29667,42.12824,61.95071,18.98333,34.33333,68.33333
15547,5/3/2021 1:28:09 PM,38.45000,18.29000,-0.11000,41.00000,35.00000,36.00000,70.00000,76.00000,57.00000,6.02000,3.87000,3.87000,4.58667,42.57848,64.56038,18.87667,37.33333,67.66667
15548,5/3/2021 1:28:09 PM,38.14000,19.61000,-0.10000,48.00000,43.00000,47.00000,72.00000,88.00000,78.00000,9.03000,7.31000,8.60000,8.31333,42.88603,62.78966,19.21667,46.00000,79.33333
15549,5/3/2021 1:28:09 PM,24.60000,18.81000,-1.52000,29.00000,30.00000,29.00000,49.00000,82.00000,20.00000,0.86000,1.72000,0.86000,1.14667,30.96734,52.59724,13.96333,29.33333,50.33333
15550,5/3/2021 1:28:09 PM,34.39000,20.32000,-0.36000,33.00000,33.00000,35.00000,47.00000,76.00000,47.00000,2.58000,3.01000,3.44000,3.01000,39.94464,59.42246,18.11667,33.66667,56.66667
15551,5/3/2021 1:28:09 PM,38.47000,19.33000,-0.12000,35.00000,35.00000,37.00000,61.00000,84.00000,73.00000,3.44000,3.87000,4.30000,3.87000,43.05334,63.32187,19.22667,35.66667,72.66667
15552,5/3/2021 1:28:09 PM,37.92000,18.94000,0.12000,42.00000,40.00000,38.00000,74.00000,90.00000,74.00000,6.45000,6.02000,4.73000,5.73333,42.38691,63.45913,18.99333,40.00000,79.33333
15553,5/3/2021 1:28:09 PM,38.07000,20.56000,-0.49000,31.00000,32.00000,32.00000,36.00000,76.00000,43.00000,1.72000,2.58000,2.15000,2.15000,43.26706,61.62839,19.38000,31.66667,51.66667
15554,5/3/2021 1:28:09 PM,39.68000,19.73000,-0.17000,42.00000,37.00000,42.00000,66.00000,82.00000,61.00000,6.45000,4.73000,6.45000,5.87667,44.31451,63.56216,19.74667,40.33333,69.66667
15555,5/3/2021 1:28:09 PM,38.72000,20.81000,0.14000,36.00000,35.00000,40.00000,69.00000,86.00000,76.00000,3.87000,3.87000,5.59000,4.44333,43.95787,61.74427,19.89000,37.00000,77.00000
15556,5/3/2021 1:28:09 PM,39.84000,19.52000,0.10000,44.00000,47.00000,45.00000,81.00000,92.00000,75.00000,7.31000,9.03000,7.74000,8.02667,44.36503,63.89700,19.82000,45.33333,82.66667
15557,5/3/2021 1:28:09 PM,38.94000,19.71000,0.33000,42.00000,37.00000,44.00000,75.00000,85.00000,67.00000,6.45000,4.73000,7.31000,6.16333,43.64410,63.15314,19.66000,41.00000,75.66667
15558,5/3/2021 1:28:09 PM,38.01000,20.54000,0.13000,37.00000,38.00000,37.00000,78.00000,85.00000,59.00000,4.30000,5.16000,4.30000,4.58667,43.20477,61.61392,19.56000,37.33333,74.00000
15559,5/3/2021 1:28:09 PM,39.96000,18.99000,0.05000,43.00000,38.00000,45.00000,74.00000,86.00000,61.00000,6.88000,5.16000,7.74000,6.59333,44.24276,64.58175,19.66667,42.00000,73.66667
15560,5/3/2021 1:28:09 PM,39.06000,20.35000,-0.11000,42.00000,38.00000,40.00000,69.00000,87.00000,57.00000,6.45000,5.16000,5.59000,5.73333,44.04323,62.48079,19.76667,40.00000,71.00000
15561,5/3/2021 1:28:09 PM,38.27000,20.58000,-0.39000,42.00000,43.00000,44.00000,41.00000,90.00000,67.00000,6.45000,7.31000,7.31000,7.02333,43.45261,61.73050,19.48667,43.00000,66.00000
